Mod:Item:MetaData, Localized Name
tconstruct:slime_grass:7, 蓝色史莱姆草方块
tconstruct:slime_grass:8, 紫色史莱姆草方块
tconstruct:slime_grass:9, 熔岩史莱姆草方块
tconstruct:slime_grass:10, 史莱姆草方块
tconstruct:slime_grass:11, 绿色史莱姆草方块
tconstruct:slime_grass:12, 蓝色史莱姆草方块
tconstruct:slime_grass:13, 紫色史莱姆草方块
tconstruct:slime_grass:14, 熔岩史莱姆草方块
tconstruct:slime_leaves:0, 史莱姆树叶
tconstruct:slime_leaves:1, 史莱姆树叶
tconstruct:slime_leaves:2, 史莱姆树叶
tconstruct:slime_grass_tall:0, 史莱姆草
tconstruct:slime_grass_tall:4, 史莱姆草
tconstruct:slime_grass_tall:8, 史莱姆草
tconstruct:slime_grass_tall:1, 史莱姆蕨
tconstruct:slime_grass_tall:5, 史莱姆蕨
tconstruct:slime_grass_tall:9, 史莱姆蕨
tconstruct:slime_sapling:0, 蓝色史莱姆树苗
tconstruct:slime_sapling:1, 紫色史莱姆树苗
tconstruct:slime_sapling:2, 熔岩史莱姆树苗
tconstruct:slime_vine_blue_end:0, 蓝色史莱姆藤蔓
tconstruct:slime_vine_blue_mid:0, 蓝色史莱姆藤蔓
tconstruct:slime_vine_blue:0, 蓝色史莱姆藤蔓
tconstruct:slime_vine_purple_end:0, 紫色史莱姆藤蔓
tconstruct:slime_vine_purple_mid:0, 紫色史莱姆藤蔓
tconstruct:slime_vine_purple:0, 紫色史莱姆藤蔓
tconstruct:pattern:0, 空白模具
tconstruct:pattern:0, 大板模具
tconstruct:pattern:0, 凿子头模具
tconstruct:pattern:0, 宽斧刃模具
tconstruct:pattern:0, 牌板模具
tconstruct:pattern:0, 箭头模具
tconstruct:pattern:0, 碎片模具
tconstruct:pattern:0, 弓弦模具
tconstruct:pattern:0, 护腿基底模具
tconstruct:pattern:0, 镐头模具
tconstruct:pattern:0, 靴子基底模具
tconstruct:pattern:0, 胸甲基底模具
tconstruct:pattern:0, 弓臂模具
tconstruct:pattern:0, 开掘铲头模具
tconstruct:pattern:0, 手柄模具
tconstruct:pattern:0, 盘模具
tconstruct:pattern:0, 绑定结模具
tconstruct:pattern:0, 磨制工具模具
tconstruct:pattern:0, 锤头模具
tconstruct:pattern:0, 园艺镰头模具
tconstruct:pattern:0, 护手模具
tconstruct:pattern:0, 坚韧绑定结模具
tconstruct:pattern:0, 坚韧手柄模具
tconstruct:pattern:0, 剑刃模具
tconstruct:pattern:0, 十字柄模具
tconstruct:pattern:0, 斧刃模具
tconstruct:pattern:0, 箭杆模具
tconstruct:pattern:0, 刀刃模具
tconstruct:pattern:0, 箭羽模具
tconstruct:pattern:0, 护甲夹板模具
tconstruct:pattern:0, 镰刀头模具
tconstruct:pattern:0, 抛光工具模具
tconstruct:pattern:0, 宽护手模具
tconstruct:pattern:0, 铲头模具
tconstruct:pattern:0, 护甲板模具
tconstruct:pattern:0, 宽剑刃模具
tconstruct:pattern:0, 头盔基底模具
tconstruct:shard:0, 磁钢 碎片
tconstruct:shard:0, 充能合金 碎片
tconstruct:shard:0, 脉冲合金 碎片
tconstruct:shard:0, 红石合金 碎片
tconstruct:shard:0, 导电铁 碎片
tconstruct:shard:0, 充能铁 碎片
tconstruct:shard:0, 玄钢 碎片
tconstruct:shard:0, 魂金 碎片
tconstruct:shard:0, 末影钢 碎片
tconstruct:shard:0, 铁合金 碎片
tconstruct:shard:0, 娜迦鳞片 碎片
tconstruct:shard:0, 钢叶 碎片
tconstruct:shard:0, 炽铁 碎片
tconstruct:shard:0, 骑士金属 碎片
tconstruct:shard:0, 木 碎片
tconstruct:shard:0, 圆石 碎片
tconstruct:shard:0, 燧石 碎片
tconstruct:shard:0, 仙人掌 碎片
tconstruct:shard:0, 骨头 碎片
tconstruct:shard:0, 黑曜石 碎片
tconstruct:shard:0, 海晶石 碎片
tconstruct:shard:0, 末地石 碎片
tconstruct:shard:0, 纸 碎片
tconstruct:shard:0, 海绵 碎片
tconstruct:shard:0, 烈焰木 碎片
tconstruct:shard:0, 铁 碎片
tconstruct:shard:0, 生铁 碎片
tconstruct:shard:0, 骑士史莱姆 碎片
tconstruct:shard:0, 史莱姆 碎片
tconstruct:shard:0, 史莱姆 碎片
tconstruct:shard:0, 熔岩史莱姆 碎片
tconstruct:shard:0, 地狱岩 碎片
tconstruct:shard:0, 钴 碎片
tconstruct:shard:0, 阿迪特 碎片
tconstruct:shard:0, 玛玉灵 碎片
tconstruct:shard:0, 铜 碎片
tconstruct:shard:0, 青铜 碎片
tconstruct:shard:0, 铅 碎片
tconstruct:shard:0, 银 碎片
tconstruct:shard:0, 琥珀金 碎片
tconstruct:shard:0, 钢 碎片
tconstruct:shard:0, 暗影 碎片
tconstruct:shard:0, 奥利哈刚 碎片
tconstruct:shard:0, 魔法木质碎片
tconstruct:shard:0, 恶魔灌注碎片
tconstruct:shard:0, 附魔碎片
tconstruct:shard:0, 恶魔碎片
tconstruct:shard:0, 古代金属 碎片
tconstruct:shard:0, 焦油 碎片
tconstruct:shard:0, 防腐木 碎片
tconstruct:shard:0, 康铜 碎片
tconstruct:shard:0, 硼 碎片
tconstruct:shard:0, 高强合金 碎片
tconstruct:shard:0, 硬碳 碎片
tconstruct:shard:0, 氮化硼 碎片
tconstruct:shard:0, 钍 碎片
tconstruct:shard:0, 铀 碎片
tconstruct:shard:0, 镁 碎片
tconstruct:shard:0, 巧克力 碎片
tconstruct:sharpening_kit:0, 磁钢 磨制工具
tconstruct:sharpening_kit:0, 充能合金 磨制工具
tconstruct:sharpening_kit:0, 脉冲合金 磨制工具
tconstruct:sharpening_kit:0, 红石合金 磨制工具
tconstruct:sharpening_kit:0, 导电铁 磨制工具
tconstruct:sharpening_kit:0, 充能铁 磨制工具
tconstruct:sharpening_kit:0, 玄钢 磨制工具
tconstruct:sharpening_kit:0, 魂金 磨制工具
tconstruct:sharpening_kit:0, 末影钢 磨制工具
tconstruct:sharpening_kit:0, 铁合金 磨制工具
tconstruct:sharpening_kit:0, 娜迦鳞片 磨制工具
tconstruct:sharpening_kit:0, 钢叶 磨制工具
tconstruct:sharpening_kit:0, 炽铁 磨制工具
tconstruct:sharpening_kit:0, 骑士金属 磨制工具
tconstruct:sharpening_kit:0, 木 磨制工具
tconstruct:sharpening_kit:0, 圆石 磨制工具
tconstruct:sharpening_kit:0, 燧石 磨制工具
tconstruct:sharpening_kit:0, 仙人掌 磨制工具
tconstruct:sharpening_kit:0, 骨头 磨制工具
tconstruct:sharpening_kit:0, 黑曜石 磨制工具
tconstruct:sharpening_kit:0, 海晶石 磨制工具
tconstruct:sharpening_kit:0, 末地石 磨制工具
tconstruct:sharpening_kit:0, 纸 磨制工具
tconstruct:sharpening_kit:0, 海绵 磨制工具
tconstruct:sharpening_kit:0, 烈焰木 磨制工具
tconstruct:sharpening_kit:0, 铁 磨制工具
tconstruct:sharpening_kit:0, 生铁 磨制工具
tconstruct:sharpening_kit:0, 骑士史莱姆 磨制工具
tconstruct:sharpening_kit:0, 史莱姆 磨制工具
tconstruct:sharpening_kit:0, 史莱姆 磨制工具
tconstruct:sharpening_kit:0, 熔岩史莱姆 磨制工具
tconstruct:sharpening_kit:0, 地狱岩 磨制工具
tconstruct:sharpening_kit:0, 钴 磨制工具
tconstruct:sharpening_kit:0, 阿迪特 磨制工具
tconstruct:sharpening_kit:0, 玛玉灵 磨制工具
tconstruct:sharpening_kit:0, 铜 磨制工具
tconstruct:sharpening_kit:0, 青铜 磨制工具
tconstruct:sharpening_kit:0, 铅 磨制工具
tconstruct:sharpening_kit:0, 银 磨制工具
tconstruct:sharpening_kit:0, 琥珀金 磨制工具
tconstruct:sharpening_kit:0, 钢 磨制工具
tconstruct:sharpening_kit:0, 暗影 磨制工具
tconstruct:sharpening_kit:0, 奥利哈刚 磨制工具
tconstruct:sharpening_kit:0, 魔法木质磨制工具
tconstruct:sharpening_kit:0, 恶魔灌注磨制工具
tconstruct:sharpening_kit:0, 附魔磨制工具
tconstruct:sharpening_kit:0, 恶魔磨制工具
tconstruct:sharpening_kit:0, 古代金属 磨制工具
tconstruct:sharpening_kit:0, 焦油 磨制工具
tconstruct:sharpening_kit:0, 防腐木 磨制工具
tconstruct:sharpening_kit:0, 康铜 磨制工具
tconstruct:sharpening_kit:0, 硼 磨制工具
tconstruct:sharpening_kit:0, 高强合金 磨制工具
tconstruct:sharpening_kit:0, 硬碳 磨制工具
tconstruct:sharpening_kit:0, 氮化硼 磨制工具
tconstruct:sharpening_kit:0, 钍 磨制工具
tconstruct:sharpening_kit:0, 铀 磨制工具
tconstruct:sharpening_kit:0, 镁 磨制工具
tconstruct:sharpening_kit:0, 巧克力 磨制工具
tconstruct:pick_head:0, 磁钢 镐头
tconstruct:pick_head:0, 充能合金 镐头
tconstruct:pick_head:0, 脉冲合金 镐头
tconstruct:pick_head:0, 红石合金 镐头
tconstruct:pick_head:0, 导电铁 镐头
tconstruct:pick_head:0, 充能铁 镐头
tconstruct:pick_head:0, 玄钢 镐头
tconstruct:pick_head:0, 魂金 镐头
tconstruct:pick_head:0, 末影钢 镐头
tconstruct:pick_head:0, 铁合金 镐头
tconstruct:pick_head:0, 娜迦鳞片 镐头
tconstruct:pick_head:0, 钢叶 镐头
tconstruct:pick_head:0, 炽铁 镐头
tconstruct:pick_head:0, 骑士金属 镐头
tconstruct:pick_head:0, 木 镐头
tconstruct:pick_head:0, 圆石 镐头
tconstruct:pick_head:0, 燧石 镐头
tconstruct:pick_head:0, 仙人掌 镐头
tconstruct:pick_head:0, 骨头 镐头
tconstruct:pick_head:0, 黑曜石 镐头
tconstruct:pick_head:0, 海晶石 镐头
tconstruct:pick_head:0, 末地石 镐头
tconstruct:pick_head:0, 纸 镐头
tconstruct:pick_head:0, 海绵 镐头
tconstruct:pick_head:0, 烈焰木 镐头
tconstruct:pick_head:0, 铁 镐头
tconstruct:pick_head:0, 生铁 镐头
tconstruct:pick_head:0, 骑士史莱姆 镐头
tconstruct:pick_head:0, 史莱姆 镐头
tconstruct:pick_head:0, 史莱姆 镐头
tconstruct:pick_head:0, 熔岩史莱姆 镐头
tconstruct:pick_head:0, 地狱岩 镐头
tconstruct:pick_head:0, 钴 镐头
tconstruct:pick_head:0, 阿迪特 镐头
tconstruct:pick_head:0, 玛玉灵 镐头
tconstruct:pick_head:0, 铜 镐头
tconstruct:pick_head:0, 青铜 镐头
tconstruct:pick_head:0, 铅 镐头
tconstruct:pick_head:0, 银 镐头
tconstruct:pick_head:0, 琥珀金 镐头
tconstruct:pick_head:0, 钢 镐头
tconstruct:pick_head:0, 暗影 镐头
tconstruct:pick_head:0, 奥利哈刚 镐头
tconstruct:pick_head:0, 魔法木质镐头
tconstruct:pick_head:0, 恶魔灌注镐头
tconstruct:pick_head:0, 附魔镐头
tconstruct:pick_head:0, 恶魔镐头
tconstruct:pick_head:0, 古代金属 镐头
tconstruct:pick_head:0, 焦油 镐头
tconstruct:pick_head:0, 防腐木 镐头
tconstruct:pick_head:0, 康铜 镐头
tconstruct:pick_head:0, 硼 镐头
tconstruct:pick_head:0, 高强合金 镐头
tconstruct:pick_head:0, 硬碳 镐头
tconstruct:pick_head:0, 氮化硼 镐头
tconstruct:pick_head:0, 钍 镐头
tconstruct:pick_head:0, 铀 镐头
tconstruct:pick_head:0, 镁 镐头
tconstruct:pick_head:0, 巧克力 镐头
tconstruct:shovel_head:0, 磁钢 铲头
tconstruct:shovel_head:0, 充能合金 铲头
tconstruct:shovel_head:0, 脉冲合金 铲头
tconstruct:shovel_head:0, 红石合金 铲头
tconstruct:shovel_head:0, 导电铁 铲头
tconstruct:shovel_head:0, 充能铁 铲头
tconstruct:shovel_head:0, 玄钢 铲头
tconstruct:shovel_head:0, 魂金 铲头
tconstruct:shovel_head:0, 末影钢 铲头
tconstruct:shovel_head:0, 铁合金 铲头
tconstruct:shovel_head:0, 娜迦鳞片 铲头
tconstruct:shovel_head:0, 钢叶 铲头
tconstruct:shovel_head:0, 炽铁 铲头
tconstruct:shovel_head:0, 骑士金属 铲头
tconstruct:shovel_head:0, 木 铲头
tconstruct:shovel_head:0, 圆石 铲头
tconstruct:shovel_head:0, 燧石 铲头
tconstruct:shovel_head:0, 仙人掌 铲头
tconstruct:shovel_head:0, 骨头 铲头
tconstruct:shovel_head:0, 黑曜石 铲头
tconstruct:shovel_head:0, 海晶石 铲头
tconstruct:shovel_head:0, 末地石 铲头
tconstruct:shovel_head:0, 纸 铲头
tconstruct:shovel_head:0, 海绵 铲头
tconstruct:shovel_head:0, 烈焰木 铲头
tconstruct:shovel_head:0, 铁 铲头
tconstruct:shovel_head:0, 生铁 铲头
tconstruct:shovel_head:0, 骑士史莱姆 铲头
tconstruct:shovel_head:0, 史莱姆 铲头
tconstruct:shovel_head:0, 史莱姆 铲头
tconstruct:shovel_head:0, 熔岩史莱姆 铲头
tconstruct:shovel_head:0, 地狱岩 铲头
tconstruct:shovel_head:0, 钴 铲头
tconstruct:shovel_head:0, 阿迪特 铲头
tconstruct:shovel_head:0, 玛玉灵 铲头
tconstruct:shovel_head:0, 铜 铲头
tconstruct:shovel_head:0, 青铜 铲头
tconstruct:shovel_head:0, 铅 铲头
tconstruct:shovel_head:0, 银 铲头
tconstruct:shovel_head:0, 琥珀金 铲头
tconstruct:shovel_head:0, 钢 铲头
tconstruct:shovel_head:0, 暗影 铲头
tconstruct:shovel_head:0, 奥利哈刚 铲头
tconstruct:shovel_head:0, 魔法木质铲头
tconstruct:shovel_head:0, 恶魔灌注铲头
tconstruct:shovel_head:0, 附魔铲头
tconstruct:shovel_head:0, 恶魔铲头
tconstruct:shovel_head:0, 古代金属 铲头
tconstruct:shovel_head:0, 焦油 铲头
tconstruct:shovel_head:0, 防腐木 铲头
tconstruct:shovel_head:0, 康铜 铲头
tconstruct:shovel_head:0, 硼 铲头
tconstruct:shovel_head:0, 高强合金 铲头
tconstruct:shovel_head:0, 硬碳 铲头
tconstruct:shovel_head:0, 氮化硼 铲头
tconstruct:shovel_head:0, 钍 铲头
tconstruct:shovel_head:0, 铀 铲头
tconstruct:shovel_head:0, 镁 铲头
tconstruct:shovel_head:0, 巧克力 铲头
tconstruct:axe_head:0, 磁钢 斧刃
tconstruct:axe_head:0, 充能合金 斧刃
tconstruct:axe_head:0, 脉冲合金 斧刃
tconstruct:axe_head:0, 红石合金 斧刃
tconstruct:axe_head:0, 导电铁 斧刃
tconstruct:axe_head:0, 充能铁 斧刃
tconstruct:axe_head:0, 玄钢 斧刃
tconstruct:axe_head:0, 魂金 斧刃
tconstruct:axe_head:0, 末影钢 斧刃
tconstruct:axe_head:0, 铁合金 斧刃
tconstruct:axe_head:0, 娜迦鳞片 斧刃
tconstruct:axe_head:0, 钢叶 斧刃
tconstruct:axe_head:0, 炽铁 斧刃
tconstruct:axe_head:0, 骑士金属 斧刃
tconstruct:axe_head:0, 木 斧刃
tconstruct:axe_head:0, 圆石 斧刃
tconstruct:axe_head:0, 燧石 斧刃
tconstruct:axe_head:0, 仙人掌 斧刃
tconstruct:axe_head:0, 骨头 斧刃
tconstruct:axe_head:0, 黑曜石 斧刃
tconstruct:axe_head:0, 海晶石 斧刃
tconstruct:axe_head:0, 末地石 斧刃
tconstruct:axe_head:0, 纸 斧刃
tconstruct:axe_head:0, 海绵 斧刃
tconstruct:axe_head:0, 烈焰木 斧刃
tconstruct:axe_head:0, 铁 斧刃
tconstruct:axe_head:0, 生铁 斧刃
tconstruct:axe_head:0, 骑士史莱姆 斧刃
tconstruct:axe_head:0, 史莱姆 斧刃
tconstruct:axe_head:0, 史莱姆 斧刃
tconstruct:axe_head:0, 熔岩史莱姆 斧刃
tconstruct:axe_head:0, 地狱岩 斧刃
tconstruct:axe_head:0, 钴 斧刃
tconstruct:axe_head:0, 阿迪特 斧刃
tconstruct:axe_head:0, 玛玉灵 斧刃
tconstruct:axe_head:0, 铜 斧刃
tconstruct:axe_head:0, 青铜 斧刃
tconstruct:axe_head:0, 铅 斧刃
tconstruct:axe_head:0, 银 斧刃
tconstruct:axe_head:0, 琥珀金 斧刃
tconstruct:axe_head:0, 钢 斧刃
tconstruct:axe_head:0, 暗影 斧刃
tconstruct:axe_head:0, 奥利哈刚 斧刃
tconstruct:axe_head:0, 魔法木质斧刃
tconstruct:axe_head:0, 恶魔灌注斧刃
tconstruct:axe_head:0, 附魔斧刃
tconstruct:axe_head:0, 恶魔斧刃
tconstruct:axe_head:0, 古代金属 斧刃
tconstruct:axe_head:0, 焦油 斧刃
tconstruct:axe_head:0, 防腐木 斧刃
tconstruct:axe_head:0, 康铜 斧刃
tconstruct:axe_head:0, 硼 斧刃
tconstruct:axe_head:0, 高强合金 斧刃
tconstruct:axe_head:0, 硬碳 斧刃
tconstruct:axe_head:0, 氮化硼 斧刃
tconstruct:axe_head:0, 钍 斧刃
tconstruct:axe_head:0, 铀 斧刃
tconstruct:axe_head:0, 镁 斧刃
tconstruct:axe_head:0, 巧克力 斧刃
tconstruct:broad_axe_head:0, 磁钢 宽斧刃
tconstruct:broad_axe_head:0, 充能合金 宽斧刃
tconstruct:broad_axe_head:0, 脉冲合金 宽斧刃
tconstruct:broad_axe_head:0, 红石合金 宽斧刃
tconstruct:broad_axe_head:0, 导电铁 宽斧刃
tconstruct:broad_axe_head:0, 充能铁 宽斧刃
tconstruct:broad_axe_head:0, 玄钢 宽斧刃
tconstruct:broad_axe_head:0, 魂金 宽斧刃
tconstruct:broad_axe_head:0, 末影钢 宽斧刃
tconstruct:broad_axe_head:0, 铁合金 宽斧刃
tconstruct:broad_axe_head:0, 娜迦鳞片 宽斧刃
tconstruct:broad_axe_head:0, 钢叶 宽斧刃
tconstruct:broad_axe_head:0, 炽铁 宽斧刃
tconstruct:broad_axe_head:0, 骑士金属 宽斧刃
tconstruct:broad_axe_head:0, 木 宽斧刃
tconstruct:broad_axe_head:0, 圆石 宽斧刃
tconstruct:broad_axe_head:0, 燧石 宽斧刃
tconstruct:broad_axe_head:0, 仙人掌 宽斧刃
tconstruct:broad_axe_head:0, 骨头 宽斧刃
tconstruct:broad_axe_head:0, 黑曜石 宽斧刃
tconstruct:broad_axe_head:0, 海晶石 宽斧刃
tconstruct:broad_axe_head:0, 末地石 宽斧刃
tconstruct:broad_axe_head:0, 纸 宽斧刃
tconstruct:broad_axe_head:0, 海绵 宽斧刃
tconstruct:broad_axe_head:0, 烈焰木 宽斧刃
tconstruct:broad_axe_head:0, 铁 宽斧刃
tconstruct:broad_axe_head:0, 生铁 宽斧刃
tconstruct:broad_axe_head:0, 骑士史莱姆 宽斧刃
tconstruct:broad_axe_head:0, 史莱姆 宽斧刃
tconstruct:broad_axe_head:0, 史莱姆 宽斧刃
tconstruct:broad_axe_head:0, 熔岩史莱姆 宽斧刃
tconstruct:broad_axe_head:0, 地狱岩 宽斧刃
tconstruct:broad_axe_head:0, 钴 宽斧刃
tconstruct:broad_axe_head:0, 阿迪特 宽斧刃
tconstruct:broad_axe_head:0, 玛玉灵 宽斧刃
tconstruct:broad_axe_head:0, 铜 宽斧刃
tconstruct:broad_axe_head:0, 青铜 宽斧刃
tconstruct:broad_axe_head:0, 铅 宽斧刃
tconstruct:broad_axe_head:0, 银 宽斧刃
tconstruct:broad_axe_head:0, 琥珀金 宽斧刃
tconstruct:broad_axe_head:0, 钢 宽斧刃
tconstruct:broad_axe_head:0, 暗影 宽斧刃
tconstruct:broad_axe_head:0, 奥利哈刚 宽斧刃
tconstruct:broad_axe_head:0, 魔法木质宽斧刃
tconstruct:broad_axe_head:0, 恶魔灌注宽斧刃
tconstruct:broad_axe_head:0, 附魔宽斧刃
tconstruct:broad_axe_head:0, 恶魔宽斧刃
tconstruct:broad_axe_head:0, 古代金属 宽斧刃
tconstruct:broad_axe_head:0, 焦油 宽斧刃
tconstruct:broad_axe_head:0, 防腐木 宽斧刃
tconstruct:broad_axe_head:0, 康铜 宽斧刃
tconstruct:broad_axe_head:0, 硼 宽斧刃
tconstruct:broad_axe_head:0, 高强合金 宽斧刃
tconstruct:broad_axe_head:0, 硬碳 宽斧刃
tconstruct:broad_axe_head:0, 氮化硼 宽斧刃
tconstruct:broad_axe_head:0, 钍 宽斧刃
tconstruct:broad_axe_head:0, 铀 宽斧刃
tconstruct:broad_axe_head:0, 镁 宽斧刃
tconstruct:broad_axe_head:0, 巧克力 宽斧刃
tconstruct:sword_blade:0, 磁钢 剑刃
tconstruct:sword_blade:0, 充能合金 剑刃
tconstruct:sword_blade:0, 脉冲合金 剑刃
tconstruct:sword_blade:0, 红石合金 剑刃
tconstruct:sword_blade:0, 导电铁 剑刃
tconstruct:sword_blade:0, 充能铁 剑刃
tconstruct:sword_blade:0, 玄钢 剑刃
tconstruct:sword_blade:0, 魂金 剑刃
tconstruct:sword_blade:0, 末影钢 剑刃
tconstruct:sword_blade:0, 铁合金 剑刃
tconstruct:sword_blade:0, 娜迦鳞片 剑刃
tconstruct:sword_blade:0, 钢叶 剑刃
tconstruct:sword_blade:0, 炽铁 剑刃
tconstruct:sword_blade:0, 骑士金属 剑刃
tconstruct:sword_blade:0, 木 剑刃
tconstruct:sword_blade:0, 圆石 剑刃
tconstruct:sword_blade:0, 燧石 剑刃
tconstruct:sword_blade:0, 仙人掌 剑刃
tconstruct:sword_blade:0, 骨头 剑刃
tconstruct:sword_blade:0, 黑曜石 剑刃
tconstruct:sword_blade:0, 海晶石 剑刃
tconstruct:sword_blade:0, 末地石 剑刃
tconstruct:sword_blade:0, 纸 剑刃
tconstruct:sword_blade:0, 海绵 剑刃
tconstruct:sword_blade:0, 烈焰木 剑刃
tconstruct:sword_blade:0, 铁 剑刃
tconstruct:sword_blade:0, 生铁 剑刃
tconstruct:sword_blade:0, 骑士史莱姆 剑刃
tconstruct:sword_blade:0, 史莱姆 剑刃
tconstruct:sword_blade:0, 史莱姆 剑刃
tconstruct:sword_blade:0, 熔岩史莱姆 剑刃
tconstruct:sword_blade:0, 地狱岩 剑刃
tconstruct:sword_blade:0, 钴 剑刃
tconstruct:sword_blade:0, 阿迪特 剑刃
tconstruct:sword_blade:0, 玛玉灵 剑刃
tconstruct:sword_blade:0, 铜 剑刃
tconstruct:sword_blade:0, 青铜 剑刃
tconstruct:sword_blade:0, 铅 剑刃
tconstruct:sword_blade:0, 银 剑刃
tconstruct:sword_blade:0, 琥珀金 剑刃
tconstruct:sword_blade:0, 钢 剑刃
tconstruct:sword_blade:0, 暗影 剑刃
tconstruct:sword_blade:0, 奥利哈刚 剑刃
tconstruct:sword_blade:0, 魔法木质剑刃
tconstruct:sword_blade:0, 恶魔灌注剑刃
tconstruct:sword_blade:0, 附魔剑刃
tconstruct:sword_blade:0, 恶魔剑刃
tconstruct:sword_blade:0, 古代金属 剑刃
tconstruct:sword_blade:0, 焦油 剑刃
tconstruct:sword_blade:0, 防腐木 剑刃
tconstruct:sword_blade:0, 康铜 剑刃
tconstruct:sword_blade:0, 硼 剑刃
tconstruct:sword_blade:0, 高强合金 剑刃
tconstruct:sword_blade:0, 硬碳 剑刃
tconstruct:sword_blade:0, 氮化硼 剑刃
tconstruct:sword_blade:0, 钍 剑刃
tconstruct:sword_blade:0, 铀 剑刃
tconstruct:sword_blade:0, 镁 剑刃
tconstruct:sword_blade:0, 巧克力 剑刃
tconstruct:large_sword_blade:0, 磁钢 宽剑刃
tconstruct:large_sword_blade:0, 充能合金 宽剑刃
tconstruct:large_sword_blade:0, 脉冲合金 宽剑刃
tconstruct:large_sword_blade:0, 红石合金 宽剑刃
tconstruct:large_sword_blade:0, 导电铁 宽剑刃
tconstruct:large_sword_blade:0, 充能铁 宽剑刃
tconstruct:large_sword_blade:0, 玄钢 宽剑刃
tconstruct:large_sword_blade:0, 魂金 宽剑刃
tconstruct:large_sword_blade:0, 末影钢 宽剑刃
tconstruct:large_sword_blade:0, 铁合金 宽剑刃
tconstruct:large_sword_blade:0, 娜迦鳞片 宽剑刃
tconstruct:large_sword_blade:0, 钢叶 宽剑刃
tconstruct:large_sword_blade:0, 炽铁 宽剑刃
tconstruct:large_sword_blade:0, 骑士金属 宽剑刃
tconstruct:large_sword_blade:0, 木 宽剑刃
tconstruct:large_sword_blade:0, 圆石 宽剑刃
tconstruct:large_sword_blade:0, 燧石 宽剑刃
tconstruct:large_sword_blade:0, 仙人掌 宽剑刃
tconstruct:large_sword_blade:0, 骨头 宽剑刃
tconstruct:large_sword_blade:0, 黑曜石 宽剑刃
tconstruct:large_sword_blade:0, 海晶石 宽剑刃
tconstruct:large_sword_blade:0, 末地石 宽剑刃
tconstruct:large_sword_blade:0, 纸 宽剑刃
tconstruct:large_sword_blade:0, 海绵 宽剑刃
tconstruct:large_sword_blade:0, 烈焰木 宽剑刃
tconstruct:large_sword_blade:0, 铁 宽剑刃
tconstruct:large_sword_blade:0, 生铁 宽剑刃
tconstruct:large_sword_blade:0, 骑士史莱姆 宽剑刃
tconstruct:large_sword_blade:0, 史莱姆 宽剑刃
tconstruct:large_sword_blade:0, 史莱姆 宽剑刃
tconstruct:large_sword_blade:0, 熔岩史莱姆 宽剑刃
tconstruct:large_sword_blade:0, 地狱岩 宽剑刃
tconstruct:large_sword_blade:0, 钴 宽剑刃
tconstruct:large_sword_blade:0, 阿迪特 宽剑刃
tconstruct:large_sword_blade:0, 玛玉灵 宽剑刃
tconstruct:large_sword_blade:0, 铜 宽剑刃
tconstruct:large_sword_blade:0, 青铜 宽剑刃
tconstruct:large_sword_blade:0, 铅 宽剑刃
tconstruct:large_sword_blade:0, 银 宽剑刃
tconstruct:large_sword_blade:0, 琥珀金 宽剑刃
tconstruct:large_sword_blade:0, 钢 宽剑刃
tconstruct:large_sword_blade:0, 暗影 宽剑刃
tconstruct:large_sword_blade:0, 奥利哈刚 宽剑刃
tconstruct:large_sword_blade:0, 魔法木质宽剑刃
tconstruct:large_sword_blade:0, 恶魔灌注宽剑刃
tconstruct:large_sword_blade:0, 附魔宽剑刃
tconstruct:large_sword_blade:0, 恶魔宽剑刃
tconstruct:large_sword_blade:0, 古代金属 宽剑刃
tconstruct:large_sword_blade:0, 焦油 宽剑刃
tconstruct:large_sword_blade:0, 防腐木 宽剑刃
tconstruct:large_sword_blade:0, 康铜 宽剑刃
tconstruct:large_sword_blade:0, 硼 宽剑刃
tconstruct:large_sword_blade:0, 高强合金 宽剑刃
tconstruct:large_sword_blade:0, 硬碳 宽剑刃
tconstruct:large_sword_blade:0, 氮化硼 宽剑刃
tconstruct:large_sword_blade:0, 钍 宽剑刃
tconstruct:large_sword_blade:0, 铀 宽剑刃
tconstruct:large_sword_blade:0, 镁 宽剑刃
tconstruct:large_sword_blade:0, 巧克力 宽剑刃
tconstruct:hammer_head:0, 磁钢 锤头
tconstruct:hammer_head:0, 充能合金 锤头
tconstruct:hammer_head:0, 脉冲合金 锤头
tconstruct:hammer_head:0, 红石合金 锤头
tconstruct:hammer_head:0, 导电铁 锤头
tconstruct:hammer_head:0, 充能铁 锤头
tconstruct:hammer_head:0, 玄钢 锤头
tconstruct:hammer_head:0, 魂金 锤头
tconstruct:hammer_head:0, 末影钢 锤头
tconstruct:hammer_head:0, 铁合金 锤头
tconstruct:hammer_head:0, 娜迦鳞片 锤头
tconstruct:hammer_head:0, 钢叶 锤头
tconstruct:hammer_head:0, 炽铁 锤头
tconstruct:hammer_head:0, 骑士金属 锤头
tconstruct:hammer_head:0, 木 锤头
tconstruct:hammer_head:0, 圆石 锤头
tconstruct:hammer_head:0, 燧石 锤头
tconstruct:hammer_head:0, 仙人掌 锤头
tconstruct:hammer_head:0, 骨头 锤头
tconstruct:hammer_head:0, 黑曜石 锤头
tconstruct:hammer_head:0, 海晶石 锤头
tconstruct:hammer_head:0, 末地石 锤头
tconstruct:hammer_head:0, 纸 锤头
tconstruct:hammer_head:0, 海绵 锤头
